Num Spatial Points,32,64,128,256,512
2048,40.2889,39.0107,38.633,40.2382,41.5555
4096,42.1086,40.8754,40.2559,39.7171,41.2679
8192,60.2261,43.805,41.7926,42.2937,62.0228
16384,94.8143,71.9095,66.3748,66.978,93.2467
32768,158.26,113.889,105.397,102.822,155.703
65536,286.461,194.292,179.313,202.391,283.833
131072,559.581,381.999,355.314,399.568,556.008
262144,1109.8,761.069,706.199,782.118,1081.72
524288,2221.31,1519.32,1401.33,1545.0,2155.47
1048576,4447.88,3051.75,2798.16,3076.0,4291.71
