XDimSize	BlockSize	Time
2048	32	5.17706
4096	32	5.18333
8192	32	5.75069
16384	32	6.79049
32768	32	8.7909
65536	32	12.8011
131072	32	21.0595
262144	32	43.005
524288	32	81.0185
1048576	32	157.522
2048	64	5.03352
4096	64	5.1039
8192	64	5.11717
16384	64	5.79182
32768	64	6.84734
65536	64	8.95139
131072	64	13.172
262144	64	25.7609
524288	64	46.2977
1048576	64	87.3192
2048	128	4.99232
4096	128	5.06242
8192	128	5.08422
16384	128	5.13387
