2048	4.69917	1.76113	4.80532	1.6597
4096	4.81281	1.76787	4.82011	1.665
8192	5.42788	2.11345	5.13443	1.92808
16384	6.92868	2.68396	5.7635	2.41011
32768	12.2654	4.74673	10.463	4.04586
65536	23.2856	8.00458	17.0523	6.62487
131072	43.1404	14.9032	30.2259	11.7534
262144	85.0393	27.4417	57.3987	22.53
524288	167.156	53.2537	111.822	43.6569
1048576	332.605	105.408	220.756	85.8473
